,Elapsed Time,Sample_Cell#,I_ph(suns),V_oc(V),mpp(V),J_sc(mA),R_sh,R_ser,FF,PCE(%)
25,24.17707417408625,enfap4L_2R_093553,0.805,1.0244089055521268,0.5500000000000025,18.081888,3320.939526785312,39.78354591116506,0.3611866518425756,6.690349600000031
75,4414.200917653243,enfap4L_2R_104554,0.805,1.0253170082586096,0.5500000000000025,18.695728000000003,-14661.874769819024,34.08708616370326,0.3904458290769378,7.484474800000035
