,Elapsed Time,Sample_Cell#,I_ph(suns),V_oc(V),mpp(V),J_sc(mA),R_sh,R_ser,FF,PCE(%)
15,15.91017804145813,enfap2L_2R_092737,0.805,0.9943714056447448,0.5000000000000027,18.24340000000001,846.1220860916122,47.82157544291898,0.3414213771055755,6.193628000000033
61,4382.20539204677,enfap2L_2R_101355,0.805,0.9958216842907448,0.5000000000000027,18.52212000000001,784.1267819212126,48.229398114885136,0.3419463680167787,6.307108000000035
